date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip
21,275000,4,1,1930,15531,2,0,0,3,1930,0,1979,2014,2404,14,2
26,178650,3,1,1430,8960,1,0,0,4,1430,0,1953,1983,824,6,68
35,200000,2,1,1730,9610,1,0,0,3,1380,350,1962,2003,2732,1,0
24,379950,3,1,1690,9144,1,0,0,4,1140,550,1956,0,3666,17,16
25,274950,3,1,1670,7415,1,0,0,3,1320,350,1987,2000,1222,9,26
20,180000,3,1,870,5330,1,0,0,3,870,0,1969,2014,1577,9,26
46,493000,4,1,2030,18295,1,0,0,4,2030,0,1975,0,416,19,22
62,640000,3,2,1980,10115,1,0,0,3,1980,0,1959,1989,2524,3,4
53,631500,2,1,1130,2640,1,0,0,4,1130,0,1927,0,2215,35,52
27,349000,4,1,1700,7800,1,0,0,5,1120,580,1981,0,3195,32,37
14,445000,3,2,1990,7340,2,0,0,3,1990,0,1984,0,1358,42,41
33,400000,3,2,2260,11305,1,0,0,3,1130,1130,1986,0,2365,32,33
59,445800,4,2,2070,39446,1,0,0,3,1470,600,1977,2004,1619,20,67
5,480500,4,2,2180,11200,1,0,0,4,2180,0,1968,0,1478,42,41
66,282766,4,2,1700,8640,1,0,0,3,850,850,1955,2010,2865,3,5
20,657000,4,1,2740,8520,1,0,2,3,1370,1370,1954,2005,3466,35,57
53,1215000,4,3,3820,53574,1,0,0,3,3820,0,1994,0,879,42,41
56,167500,1,1,690,1950,1,0,0,3,690,0,1928,1954,3877,35,56
12,607500,5,1,2220,6000,1,0,0,3,1420,800,1923,1998,2516,35,74
49,725000,3,3,3690,8837,2,0,0,3,3690,0,2001,0,2773,38,38
52,300000,4,2,2620,4469,2,0,0,3,2620,0,2008,0,1235,9,26
5,405000,3,2,1660,8307,1,0,0,4,1660,0,1961,2001,3555,36,62
61,334500,2,1,830,1858,2,0,0,3,830,0,2005,0,1886,35,64
7,511555,3,2,1400,7293,1,0,0,4,1400,0,1963,0,2255,3,7
55,330675,4,3,1930,3031,1,0,0,3,1200,730,2006,0,2237,11,11
68,284000,4,1,1880,8800,1,0,0,3,1130,750,1960,2012,6,35,69
68,215000,3,1,1200,7280,1,0,0,4,1200,0,1967,0,3185,18,20
62,1042031,4,5,4110,43560,2,0,0,4,4110,0,1978,2000,2362,3,4
62,519995,4,3,2590,6160,2,0,0,3,2590,0,2014,0,770,32,37
25,280000,3,1,1200,6250,1,0,0,3,920,280,1943,2002,116,35,69
52,205425,2,1,880,6780,1,0,0,4,880,0,1945,0,307,35,71
61,1038000,4,1,1440,13296,1,0,0,4,1440,0,1967,0,66,3,3
38,390000,4,1,2700,7875,1,0,0,4,2700,0,1968,0,1177,32,36
25,438000,3,1,1650,12940,1,0,0,4,1650,0,1961,2001,1436,17,16
54,425000,3,2,2320,2267,3,0,0,3,2320,0,2009,0,49,35,70
53,230000,4,1,1850,6000,1,0,0,4,1270,580,1944,0,3717,35,71
12,950000,4,2,3320,7644,2,0,0,3,3320,0,1995,0,3459,3,5
39,608000,4,2,2490,9714,1,0,0,4,1400,1090,1983,0,126,5,9
21,402000,3,2,1540,1827,2,0,0,3,1540,0,2005,0,2062,16,17
62,395000,5,1,1840,10453,1,0,2,3,1360,480,1948,1994,2297,6,68
20,657500,3,2,2670,10496,2,0,0,3,2670,0,1989,0,1514,33,42
26,282508,3,1,1180,5002,1,0,0,3,1180,0,1946,0,1243,36,67
38,347000,3,1,1240,8050,1,0,0,4,1240,0,1978,2000,1830,33,42
3,740000,4,1,2010,3600,1,0,0,3,2010,0,1902,0,50,35,58
45,332000,1,1,960,2640,1,0,0,3,760,200,1908,1988,2425,35,53
19,512500,3,2,1900,7604,2,0,0,3,1900,0,1990,2009,248,19,21
5,1110000,4,1,2310,13300,1,0,0,3,1890,420,1950,2005,4303,8,3
11,375000,3,1,1190,9486,1,0,0,4,1190,0,1953,1983,1788,26,68
53,457500,3,2,1430,2003,2,0,0,3,980,450,1996,0,728,35,64
7,920000,4,3,3750,11025,2,0,0,3,3750,0,1976,0,2476,33,42
4,610000,4,3,2450,10117,1,0,0,5,1580,870,1967,0,1038,3,5
53,324950,3,1,1460,8710,1,0,0,3,1460,0,1955,2005,1158,6,68
48,380000,4,2,2150,20181,1,0,0,3,1090,1060,1963,2008,1438,17,16
14,250000,3,2,1900,6660,1,0,0,5,950,950,1966,0,2279,21,23
20,1075000,4,3,3600,9200,1,0,4,4,2100,1500,1976,1992,2241,3,7
67,362000,5,3,1810,3000,2,0,0,3,1810,0,1998,2006,3196,35,57
61,567500,3,2,2280,2502,2,0,0,3,1880,400,2006,0,3486,16,15
54,285000,3,2,1460,6377,1,0,0,3,1460,0,1995,0,2005,21,23
6,716500,4,2,3290,6465,2,0,0,3,3290,0,2002,0,88,33,43
62,810000,3,1,1520,9041,1,0,0,4,1520,0,1954,1979,4277,3,3
10,522000,4,2,1800,8623,1,0,0,4,1360,440,1980,0,358,19,21
56,279000,3,2,1630,7950,1,0,0,3,1320,310,1985,0,1613,18,26
40,785000,3,3,4500,21870,2,0,0,3,4500,0,2004,2003,708,1,45
3,800000,3,2,3240,7857,2,0,0,3,3240,0,1994,0,1866,33,43
66,480000,3,2,1680,9090,1,0,0,4,1130,550,1959,0,2518,3,7
59,882566,4,2,3560,5265,3,0,0,3,3560,0,2014,0,1272,31,31
20,635700,4,2,3240,13978,1,0,0,3,1860,1380,1977,2004,1684,33,42
18,326000,6,3,1880,7200,1,0,0,4,1880,0,1966,0,365,32,34
6,424500,3,1,1460,7700,1,0,0,3,1460,0,1979,2014,1078,31,31
62,850000,3,2,3230,5000,2,0,2,5,2430,800,1945,0,2039,35,56
6,438000,2,1,980,1179,2,0,0,3,980,0,2010,0,1665,35,58
4,345000,4,2,2331,3826,2,0,0,3,2331,0,2007,0,383,32,36
39,480000,4,1,2320,4322,1,0,0,3,1140,1180,1910,2006,2568,35,64
17,762000,5,2,3370,5000,1,0,0,4,2140,1230,1907,0,2848,35,52
18,978000,4,2,2620,13777,1,0,2,4,1720,900,1926,1993,2197,35,64
54,995000,3,4,4380,47044,2,1,3,3,3720,660,1968,1990,868,6,68
67,333490,4,2,2250,3916,2,0,0,3,2250,0,2014,0,2416,1,45
21,549900,4,3,2830,213879,2,0,0,4,2830,0,1987,0,2759,1,45
46,260000,3,1,1270,20700,1,0,0,2,1150,120,1948,0,2502,20,67
12,565000,4,2,2240,14667,2,0,0,4,2240,0,1989,0,713,25,37
10,450000,5,4,4630,6324,2,0,0,3,3210,1420,2006,0,3719,38,38
10,571986,3,2,3720,11610,2,0,0,3,3720,0,1982,0,1794,33,42
25,627000,3,3,2710,3475,2,0,0,3,1650,1060,2005,0,4344,16,15
18,384000,3,2,1700,4000,2,0,0,3,1700,0,2003,0,2791,38,38
25,730001,3,2,1840,4750,1,0,0,5,1010,830,1951,0,3919,35,56
17,524950,3,1,1890,3825,1,0,0,3,1290,600,1974,0,3825,35,56
54,152000,3,1,1090,3264,1,0,0,4,1090,0,1969,0,381,1,45
7,566000,3,2,1660,10140,1,0,0,4,1370,290,1980,0,4319,31,31
32,222400,3,2,1200,9566,1,0,0,3,1200,0,1995,0,493,28,28
52,385000,4,2,2700,37011,2,0,0,3,2700,0,1984,0,1475,18,26
31,274950,3,1,1450,8820,1,0,0,3,1050,400,1958,2004,3488,40,69
46,229950,3,2,1410,7466,1,0,0,3,1410,0,1983,2009,893,32,36
17,464000,3,1,1630,28600,1,0,0,3,1630,0,1967,2011,936,42,41
12,265000,3,2,1570,5706,1,0,0,3,1570,0,1998,2006,328,1,45
53,210000,2,1,970,5500,1,0,0,3,970,0,1956,2001,3334,35,57
3,419190,2,2,1590,1426,2,0,0,3,1590,0,2014,0,575,16,17
52,603500,6,2,2660,8400,1,0,0,5,1550,1110,1962,0,534,3,5
66,230000,3,1,1140,1201,2,0,0,3,1140,0,2014,0,3160,35,51
66,360000,3,1,1800,22000,2,0,0,3,1800,0,1931,0,2873,40,69
37,260000,4,2,1811,4381,2,0,0,3,1811,0,2007,0,1185,32,33
0,407500,3,2,1930,10460,2,0,0,3,1930,0,1996,0,3116,32,37
46,1010000,3,3,2420,1923,2,0,2,3,1840,580,2006,0,1612,35,52
13,344000,3,2,1232,1130,3,0,0,3,1232,0,2007,0,485,35,60
26,168500,3,1,1100,10125,1,0,0,3,1100,0,1969,2010,1321,9,26
5,495000,3,1,990,6000,1,0,0,3,990,0,1943,2002,3494,35,48
52,550000,3,1,1840,8086,1,0,0,4,1840,0,1964,0,752,31,31
19,450000,5,2,2880,11965,2,0,0,4,2880,0,1990,0,2149,9,26
38,315000,3,2,1480,1590,2,0,0,3,1150,330,2010,0,1810,35,49
60,1110000,5,3,3350,4000,2,0,0,4,2510,840,1997,0,3274,35,48
47,485000,2,2,1430,923,3,0,0,3,1410,20,2008,0,2503,35,47
61,895000,4,2,1950,5950,1,0,0,3,1330,620,1947,2012,1828,35,52
21,782000,4,2,2380,9614,2,0,0,4,2380,0,1991,0,1217,3,5
31,440000,4,2,2340,11034,1,0,0,3,1720,620,1967,2011,1545,20,67
10,870300,4,2,2350,3150,1,0,0,4,1690,660,1910,0,3149,35,47
41,706000,3,2,1900,6400,1,0,0,5,1410,490,1942,0,3122,35,48
0,750000,3,1,2240,10578,2,0,0,5,1550,690,1923,0,2630,35,54
62,1025000,4,3,4370,10860,2,0,0,3,4370,0,2008,0,3421,32,37
20,910000,4,3,3340,10890,1,0,0,3,2240,1100,1963,2000,999,31,31
12,372220,3,1,1290,5500,1,0,0,3,980,310,1951,1994,3227,35,63
6,246000,3,1,1390,7399,1,0,0,4,1390,0,1975,0,389,18,19
28,237481,3,2,2120,7560,1,0,0,3,2120,0,1991,0,1447,32,36
40,399950,2,1,710,1131,2,0,0,4,710,0,1943,0,1961,35,46
48,346150,3,2,2140,7200,1,0,0,4,1480,660,1966,0,2121,32,34
52,335000,1,1,720,5100,1,0,0,3,720,0,1907,1983,3804,35,56
0,430000,4,1,1920,10000,1,0,0,4,1070,850,1954,1979,3006,3,5
45,667000,3,1,1720,8100,2,0,0,3,1720,0,1907,1983,2637,35,50
33,760000,4,2,2730,36183,2,0,0,3,2730,0,1986,0,317,31,31
45,492500,5,2,2570,9962,2,0,0,3,2570,0,2006,0,814,11,11
46,450000,5,3,3870,8225,2,0,0,3,3870,0,1998,2006,36,33,42
7,336900,3,1,1780,120661,1,0,0,4,1780,0,1979,0,2686,11,11
67,950000,3,2,3480,7800,1,0,0,4,1750,1730,1941,1998,93,35,70
46,440000,4,2,1450,8400,1,0,0,4,1450,0,1962,0,794,19,22
55,450000,3,1,1530,23660,1,0,0,3,1530,0,1952,2008,2609,20,67
5,749950,4,2,2600,6050,2,0,0,5,1960,640,1949,0,3044,35,55
26,157500,2,1,740,9003,1,0,0,3,740,0,1949,1998,1628,18,19
25,263900,3,2,1658,2700,2,0,0,3,1658,0,2014,0,1766,10,73
14,239900,4,2,1860,7000,1,0,0,3,1120,740,1979,2014,2976,14,13
20,235750,2,1,740,11250,1,0,0,2,740,0,1938,0,225,35,65
25,326500,3,1,1810,12375,2,0,0,3,1810,0,1970,2014,1054,42,41
28,545000,4,2,2720,4738,2,0,0,3,2720,0,2012,1912,2797,38,38
62,405500,2,2,1350,1252,2,0,0,3,1120,230,2006,0,4196,35,63
33,791000,3,2,2430,5500,2,0,0,3,1810,620,1989,0,3600,19,21
41,235000,3,1,1840,9697,1,0,0,4,1500,340,1985,0,412,18,18
26,840000,4,2,3420,8405,2,0,0,3,3420,0,2000,0,1670,33,42
32,365000,3,2,1720,99916,2,0,0,4,1720,0,1990,0,2430,18,26
13,423000,4,1,1880,7303,1,0,0,3,1010,870,1976,0,92,19,22
38,550000,3,1,1380,3402,1,0,0,3,1380,0,1900,2000,4237,35,59
46,645325,3,2,2670,10481,2,0,0,3,2670,0,2003,0,3713,19,21
18,925000,4,2,2260,41984,1,0,0,4,2260,0,1967,0,3553,19,21
54,450000,3,1,2330,11740,1,0,0,3,1330,1000,1954,2005,1157,20,67
20,168000,2,2,1160,2174,2,0,0,3,1160,0,1998,2006,4106,35,49
33,161700,4,1,1720,7200,1,0,0,3,1220,500,1974,0,2676,14,13
56,490000,3,2,2230,5348,2,0,0,3,2230,0,2000,0,3807,38,38
62,1150000,5,2,3580,8921,2,0,0,3,3580,0,2000,0,3010,19,21
54,725000,4,2,2490,5170,2,0,0,4,2490,0,2000,0,675,31,31
19,195000,2,1,1080,3899,1,0,0,4,1080,0,1972,0,2078,10,73
46,342000,2,1,740,6180,1,0,0,3,740,0,1948,1994,3288,35,57
4,612500,4,2,2060,5000,1,0,0,3,1030,1030,1949,2013,1260,35,56
18,625000,4,2,3550,8048,2,0,0,3,3550,0,2007,0,3650,38,38
52,899000,3,1,1480,6978,2,0,0,4,1480,0,1949,1985,3165,43,3
48,950833,5,3,3330,19126,2,0,0,4,2610,720,1977,0,3562,23,25
61,851000,5,3,3760,9792,2,0,0,3,2550,1210,1984,0,3151,3,5
56,500000,4,1,1440,7100,1,0,0,3,1440,0,1906,2014,2478,35,50
55,225000,3,2,1700,11475,1,0,0,5,970,730,1945,0,1973,6,65
33,1126000,5,3,3880,13885,2,0,3,4,2540,1340,1979,0,747,3,5
66,437500,3,2,1490,4800,2,0,0,5,1490,0,1948,1985,2536,35,56
3,580000,2,1,2540,7000,1,0,0,5,1320,1220,1942,0,4114,35,57
32,689800,3,2,2390,9313,1,0,0,5,1390,1000,1942,0,541,35,62
21,449950,3,2,1560,4080,2,0,0,3,1560,0,1923,1982,4039,35,54
40,386000,3,1,1270,1318,2,0,0,3,1080,190,2004,2003,2827,35,74
54,346500,2,1,1610,6300,1,0,0,3,1010,600,1941,1994,3431,35,51
34,535000,4,2,2980,8051,1,0,2,4,2020,960,1935,0,2153,35,74
60,459500,2,1,1250,3825,1,0,0,3,850,400,1929,0,3741,35,56
5,900000,5,3,4130,226076,2,0,0,3,3170,960,1985,0,582,42,44
33,415000,4,2,2000,5962,2,0,0,3,2000,0,1999,0,3769,36,62
55,815000,4,2,2620,4743,1,0,2,4,1310,1310,1949,1985,2694,35,56
55,220000,3,1,1660,15600,2,0,0,3,1660,0,1981,2013,2911,1,0
5,230000,3,2,1920,9180,2,0,0,3,1920,0,1988,2000,1674,32,35
27,635200,4,1,1640,4240,1,0,0,5,920,720,1921,0,3649,35,56
10,235000,1,1,810,2451,1,0,0,5,810,0,1941,0,4263,35,61
40,285000,3,2,1870,4060,2,0,0,3,1870,0,2005,0,667,18,26
14,433000,4,2,2280,7568,2,0,0,4,2280,0,2001,0,1817,32,34
53,455000,4,2,2950,4502,2,0,0,3,2950,0,2005,0,3353,32,37
35,423050,2,1,890,4590,1,0,0,3,890,0,1923,1998,2700,35,56
19,625000,4,2,2630,48706,2,0,0,3,2630,0,1986,0,1095,42,41
26,499950,4,2,2798,4473,2,0,0,3,2798,0,2012,1912,1540,32,33
49,790000,4,1,2050,10920,1,0,3,3,1450,600,1974,0,2932,20,67
41,850000,4,2,2130,11843,2,0,0,4,2130,0,1972,0,3851,23,25
39,525000,5,2,2880,8364,2,0,0,3,2880,0,2006,0,3005,32,37
39,695000,3,2,2540,4694,2,0,0,3,2540,0,2005,0,626,33,42
53,355000,2,2,930,747,2,0,0,3,630,300,2007,0,1710,35,64
59,359500,4,2,2140,10316,2,0,0,3,2140,0,1993,0,2339,1,0
52,525000,2,1,1080,3500,1,0,3,3,1080,0,1924,2011,3367,35,47
34,547000,3,2,1480,8381,1,0,0,4,1480,0,1968,0,178,35,60
53,687500,4,1,2330,5000,1,0,0,4,1510,820,1929,0,3808,35,56
19,720000,3,2,2020,1159,3,0,3,3,2020,0,2000,0,1690,35,47
61,659000,4,2,2090,10800,1,0,0,4,2090,0,1951,1999,2885,23,25
6,230000,3,1,950,6000,1,0,0,3,790,160,1939,1969,492,35,51
35,405000,2,2,1405,1073,2,0,0,3,1140,265,2007,0,244,35,59
60,205000,3,1,1170,8239,1,0,0,3,1170,0,1981,2013,2207,9,26
53,542500,5,2,3831,13800,2,1,4,3,3831,0,1959,1980,3585,23,25
61,540000,3,2,1320,1800,2,0,0,3,1320,0,1994,0,2733,35,59
41,437500,5,3,3690,11928,2,0,0,3,2540,1150,2006,0,291,33,42
38,305100,3,2,1590,35988,1,0,0,4,1590,0,1974,0,1430,32,36
48,945000,2,2,2540,7089,2,0,0,3,2540,0,2004,2003,2639,35,55
59,875000,4,1,1800,3245,1,0,0,4,1800,0,1929,0,1898,35,47
18,263000,3,1,1570,7775,2,0,0,3,1570,0,1982,0,4221,18,19
56,300000,3,1,1590,8911,1,0,0,3,1590,0,1956,2001,3671,17,16
49,458000,3,2,1870,5013,2,0,0,3,1870,0,2003,0,4155,5,9
28,315000,3,2,1060,5750,1,0,0,3,1060,0,1981,2013,3451,35,61
56,710000,3,2,2440,4153,2,0,0,3,2440,0,2003,0,3675,31,31
21,300000,2,1,1340,7788,1,0,2,3,1340,0,1947,2012,3755,35,71
56,191000,2,1,900,3400,1,0,0,5,900,0,1905,0,4092,35,51
5,600000,3,2,2460,108900,1,0,0,4,1860,600,1977,0,2159,16,15
48,600000,3,2,2540,237402,1,0,0,3,2540,0,2007,0,2870,12,12
68,275000,3,1,1200,7800,1,0,0,4,1200,0,1954,1979,4232,35,61
32,1100000,4,3,2930,3200,1,0,0,5,2130,800,1925,0,314,35,58
4,599000,4,2,2260,29930,2,0,0,4,1400,860,1977,0,1097,3,5
25,967500,3,3,3250,5797,2,0,2,4,2370,880,1951,1999,2513,35,74
18,755000,6,2,2150,4505,1,0,0,3,1270,880,1952,2008,2749,35,58
40,465000,4,1,1470,5350,1,0,0,3,980,490,1955,2005,115,35,60
34,799000,4,3,3500,8547,2,0,0,3,2500,1000,1994,0,1102,3,5
47,540000,3,1,1970,8200,1,0,0,5,1420,550,1963,0,3052,36,70
12,257200,3,2,1850,8250,1,0,0,4,1150,700,1952,0,1593,1,1
22,245000,3,1,1260,6908,1,0,0,3,1260,0,1994,0,1925,21,23
27,525000,5,2,2630,9216,2,0,0,3,2630,0,2003,0,2345,11,11
32,930000,2,2,2680,11214,1,0,0,3,2680,0,2006,0,1998,31,32
6,270000,4,2,1810,6509,2,0,0,3,1810,0,1994,0,921,18,26
12,215000,2,1,1240,7200,1,0,0,3,1240,0,1967,2011,2994,40,69
32,575000,4,2,3120,7644,2,0,0,3,3120,0,2010,0,4268,38,38
15,410000,3,2,1700,4250,1,0,0,3,890,810,1944,0,1815,35,74
5,510000,4,2,2430,5203,2,0,0,3,2430,0,2003,0,83,36,67
19,385500,3,2,1540,7947,1,0,0,3,1120,420,1961,2004,4215,5,9
13,585000,5,1,2000,3750,2,0,0,4,2000,0,1921,0,2535,35,47
39,175000,6,1,1930,8400,1,0,0,3,1030,900,1971,0,3053,6,65
59,255000,2,1,1320,9967,1,0,0,3,940,380,1919,2001,2915,35,51
40,560200,3,2,1990,3984,2,0,0,3,1990,0,2004,2003,2013,33,43
32,437000,5,2,2120,137565,1,0,0,3,2120,0,1913,1983,1191,41,40
6,489990,5,2,2440,20828,1,0,0,4,2440,0,1975,0,734,18,26
13,340000,3,1,1960,8136,1,0,0,3,980,980,1948,1994,2020,35,49
33,212500,3,1,920,14400,1,0,0,4,920,0,1977,0,2810,1,0
59,419000,2,1,1510,4980,1,0,0,3,1510,0,2006,0,699,31,32
62,609000,3,1,1630,1526,3,0,0,3,1630,0,2014,0,2845,35,47
13,495000,4,2,2050,4000,1,0,0,5,1210,840,1941,0,2204,35,64
38,250250,3,2,2210,8000,2,0,0,4,2210,0,1969,0,2849,14,13
47,650000,3,1,1320,8114,1,0,0,3,1320,0,1951,1994,2548,3,3
18,325000,4,2,1870,9680,1,0,0,4,1170,700,1959,0,585,19,22
33,610000,4,3,2910,5260,2,0,0,3,2910,0,2012,1912,4241,38,38
31,542804,5,2,2910,36250,1,0,0,3,1590,1320,1977,2004,1580,33,43
61,223000,3,2,1110,7231,1,0,0,4,1110,0,1991,0,1825,18,19
18,452000,4,1,1210,3760,1,0,0,3,1210,0,1900,2005,230,35,47
27,645000,3,3,1730,1229,2,0,2,3,1320,410,2008,0,1557,35,58
39,680000,3,1,1760,8400,1,0,0,4,1460,300,1960,2001,3856,35,63
68,380000,2,1,780,3910,1,0,0,3,780,0,1918,0,3023,35,61
42,497333,3,1,1760,12874,1,0,0,4,1230,530,1967,0,599,3,4
4,609000,4,2,2150,37981,2,0,0,3,2150,0,1985,0,1383,31,31
38,620000,3,2,2590,7237,2,0,0,3,2590,0,2004,2003,287,35,60
38,368000,3,1,1710,10800,1,0,0,4,1710,0,1958,1972,1004,17,16
68,565000,3,2,2500,7394,2,0,0,3,2500,0,1990,2009,510,42,41
20,430000,2,2,1520,1588,2,0,0,3,1240,280,2007,0,1903,35,64
66,645000,4,2,2690,18653,2,0,0,3,2690,0,1985,0,3028,33,42
62,815000,4,2,3150,4203,2,0,0,3,3150,0,2002,0,4297,19,21
27,510000,3,1,2240,3800,2,0,0,3,1370,870,1929,0,4018,35,54
48,519000,3,2,2020,10744,1,0,0,5,1270,750,1954,0,1382,26,68
45,435000,3,2,1980,2674,3,0,0,3,1980,0,2007,0,3450,35,63
39,149500,3,1,1010,9450,1,0,0,4,1010,0,1959,0,2276,10,73
18,1125000,6,3,2880,3192,2,0,0,4,2180,700,1919,1985,1822,35,47
26,515000,4,2,2680,7178,2,0,0,3,2680,0,2004,2003,2834,38,38
54,330000,6,2,3040,28535,1,0,0,3,1890,1150,1951,1994,3574,18,18
11,660000,4,3,3400,5196,2,0,0,3,3400,0,2012,1912,4242,38,38
31,580000,4,2,2220,7064,2,0,0,3,2220,0,1988,2000,3003,16,17
61,584000,3,1,1490,1036,2,0,0,3,1090,400,2008,0,3108,35,74
26,432500,3,1,1980,5100,1,0,0,3,1270,710,1965,1993,4084,35,47
0,437500,3,2,1970,35100,2,0,0,4,1970,0,1977,0,2203,16,15
45,554000,3,3,3380,108900,2,0,0,3,2700,680,1999,0,1487,32,36
0,275000,3,1,1180,10277,1,0,0,3,1180,0,1983,2009,507,27,27
34,440000,3,1,1050,7500,1,0,0,3,1050,0,1900,2005,3558,35,63
47,1160000,4,3,4680,9700,2,0,0,3,3360,1320,2005,0,635,3,5
5,425000,2,2,1150,1027,3,0,0,3,1150,0,2008,0,2839,35,47
46,449950,4,2,2470,3811,2,0,0,3,2470,0,1999,0,3776,38,38
19,535000,2,1,1030,4841,1,0,0,3,920,110,1939,1969,643,35,47
3,406100,3,2,1410,1332,3,0,0,3,1410,0,2005,0,4096,35,47
20,660000,3,2,2450,4332,2,0,0,3,2450,0,2010,0,176,31,32
49,489000,4,2,2120,11479,1,0,0,4,1060,1060,1940,2001,188,35,60
5,420000,3,2,1770,8165,2,0,0,3,1770,0,1977,2004,597,19,22
48,311000,3,1,1900,3000,1,0,0,5,1070,830,1903,0,4119,35,57
54,905000,5,3,3100,10200,1,0,4,3,1660,1440,1970,2014,3008,3,7
68,679000,4,2,2100,4480,1,0,0,4,1780,320,1928,0,3464,35,48
44,416000,3,1,1110,12150,1,0,0,4,1110,0,1957,2001,3764,3,7
61,484998,4,2,1540,1870,2,0,0,3,1540,0,2014,0,2124,16,17
18,317061,3,1,1280,10716,1,0,0,4,1280,0,1969,0,811,32,37
42,725000,5,2,3210,12000,1,0,0,4,1830,1380,1968,0,861,3,6
59,550000,3,2,1720,9600,1,0,0,4,1220,500,1967,0,3479,31,31
18,210000,4,1,2180,28710,1,0,0,3,1180,1000,1950,2005,1800,34,73
13,395300,3,1,1120,7000,1,0,0,3,1120,0,1955,2005,655,3,6
39,655275,3,1,2050,11856,1,0,0,3,1460,590,1962,2003,2998,3,5
14,862500,4,2,3280,24440,2,0,0,3,3280,0,1996,0,417,42,44
38,525000,3,3,2470,36445,2,0,0,4,2470,0,1980,0,2167,16,15
68,594950,4,2,2720,10006,2,0,0,3,2720,0,1989,0,1805,33,42
46,187500,3,1,1180,7000,1,0,0,4,1180,0,1977,0,2728,14,13
52,449000,4,2,1850,5040,1,0,0,3,1230,620,1930,2013,3756,35,61
38,980000,4,2,2730,4800,1,0,0,5,2230,500,1909,1988,2123,35,58
11,345000,3,1,1090,7200,1,0,0,3,1090,0,1968,1997,409,19,22
3,478000,3,2,3040,4535,2,0,0,3,3040,0,2007,0,1643,32,34
49,970500,3,2,2470,10125,2,0,0,3,2470,0,1960,2012,3190,23,25
19,413800,3,2,1440,4421,1,0,0,3,1440,0,2007,0,1960,31,32
32,660000,3,2,2290,2798,3,0,0,4,2290,0,1953,1983,1992,35,46
68,625000,4,1,1600,5500,1,0,0,4,1600,0,1946,1989,4275,35,56
5,379500,2,1,1640,17335,1,0,0,3,840,800,1978,0,2681,31,32
34,299950,4,1,1560,31299,1,0,0,4,1560,0,1965,0,654,1,45
10,560000,3,2,2560,216777,1,0,0,3,2560,0,1986,0,1522,1,45
41,489950,4,2,2640,31941,1,0,0,4,2640,0,1986,0,1229,1,45
38,739000,4,2,2800,246114,2,0,0,3,2800,0,1999,0,3586,7,10
7,251000,3,1,1220,7250,1,0,0,3,1220,0,1962,2003,3174,27,27
27,295000,4,2,2290,4539,2,0,0,3,2290,0,2001,0,3410,32,36
59,449000,4,2,2960,6031,2,0,0,3,2960,0,2005,0,1856,21,23
55,300000,3,2,1780,10395,1,0,0,3,1780,0,1967,2011,830,32,36
21,675000,4,2,2560,36601,2,0,0,4,2560,0,1987,0,2190,33,43
30,660000,4,1,2780,9900,2,0,0,4,2780,0,1978,2000,1697,33,42
38,831000,4,2,2030,3905,1,0,0,4,1630,400,1926,1993,2941,35,47
56,410000,3,2,1400,45738,2,0,0,4,1400,0,1981,0,2270,41,40
5,540000,7,5,3700,7647,2,0,1,3,3700,0,1948,1984,949,20,67
66,780000,4,2,2600,4800,1,0,2,3,1400,1200,1953,0,1552,35,58
38,400000,4,3,2370,3692,2,0,0,3,2370,0,2013,1923,2862,32,34
53,530000,2,1,1580,3680,1,0,2,3,1280,300,1941,1994,2507,35,61
66,410000,3,2,1450,19206,2,0,0,3,1450,0,1989,0,233,33,42
68,750000,4,2,3020,7465,2,0,0,3,3020,0,2004,2003,276,33,43
67,415000,4,1,1920,7700,2,0,0,4,1920,0,1970,0,3777,25,34
34,229000,2,1,1190,7408,1,0,0,3,830,360,1941,1994,117,35,69
66,861990,5,2,3595,5639,2,0,0,3,3595,0,2014,0,4289,31,32
41,495000,3,2,1769,9300,1,0,0,4,1769,0,1955,2009,3412,26,68
34,356000,2,1,920,4095,1,0,0,4,920,0,1914,1945,3531,35,57
64,672500,4,2,2110,12653,2,0,0,4,2110,0,1972,0,3851,23,25
60,800000,3,3,3830,221284,2,0,0,3,3530,300,1993,0,1468,42,44
39,1240000,5,3,2830,7500,2,0,0,3,2460,370,1923,1998,2970,35,48
31,305000,3,1,950,13475,1,0,0,3,950,0,1950,2005,1638,36,67
7,1020000,3,2,2950,78843,1,0,0,3,2950,0,2006,0,1516,33,43
54,804100,4,2,3070,8086,2,0,0,3,3070,0,2005,0,3715,25,37
47,330000,3,2,1600,26977,2,0,0,3,1600,0,2005,0,2657,11,11
49,218000,2,2,1310,2841,2,0,0,3,1310,0,2004,2003,2363,21,23
58,265000,3,1,1800,7650,1,0,0,5,1800,0,1957,0,3533,32,34
10,642000,4,2,2550,10000,1,0,0,3,1290,1260,1964,2000,946,3,6
20,926300,3,1,1660,4800,2,0,0,3,1660,0,1907,1983,1392,35,58
39,650000,4,2,2560,9731,2,0,0,4,2560,0,1973,0,3733,19,22
35,450000,3,2,1480,1961,2,0,0,3,1480,0,2005,0,1940,16,17
62,850000,3,2,2470,8800,2,0,0,3,2470,0,1961,2004,2943,23,25
12,715000,4,2,2060,5649,1,0,0,5,1360,700,1941,0,2688,35,74
